Age;Attrition;BusinessVoyage;Tarif_ journalier;Departement;Distance_travail;Formation;Formation-detail;Matricule;Satisfaction_environnement;Genre;tarif_horaire;Investissement_travail;Niveau_managerial;Poste;Satisfaction_travail;Statut_marital;Salaire_mensuel;tarif-mensuel;Nb_entreprises_travaillees;Heures_sup;%_augmentation_salariale;Note_performance;Satisfaction_relations;Contrat_horaire;Annees_dans_vie_pro;Formation_annee_precedente;Equilibre_vie_pro_perso;annee_anciennete;annee_poste_actuel;annees_depuis_promotion;annee_avec_manager_actuel
21;Non;Voyage_rarement;1343;Ventes;22;1;Diplome technique;669;3;Homme;49;3;1;Sales Representative;3;célibataire;3447;24444;1;No;11;3;3;80;3;2;3;3;2;1;2
44;Non;Voyage_rarement;1315;R&D;3;4;Autres;671;4;Homme;35;3;5;Manager;4;Marié;19513;9358;4;Yes;12;3;1;80;26;2;4;2;2;0;1
22;Non;Voyage_rarement;604;R&D;6;1;Medecine;675;1;Homme;69;3;1;Research Scientist;3;Marié;2773;12145;0;No;20;4;4;80;3;3;3;2;2;2;2
33;Non;Voyage_rarement;1216;Ventes;8;4;Marketing;677;3;Homme;39;3;2;Sales Executive;3;Divorcé;7104;20431;0;No;12;3;4;80;6;3;3;5;0;1;2
32;Non;Voyage_rarement;646;R&D;9;4;Sciences;679;1;Femme;92;3;2;Research Scientist;4;Marié;6322;18089;1;Yes;12;3;4;80;6;2;2;6;4;0;5
30;Non;Voyage_fréquemment;160;R&D;3;3;Medecine;680;3;Femme;71;3;1;Research Scientist;3;Divorcé;2083;22653;1;No;20;4;3;80;1;2;3;1;0;0;0
53;Non;Voyage_rarement;238;Ventes;1;1;Medecine;682;4;Femme;34;3;2;Sales Executive;1;célibataire;8381;7507;7;No;20;4;4;80;18;2;4;14;7;8;10
34;Non;Voyage_rarement;1397;R&D;1;5;Sciences;683;2;Homme;42;3;1;Research Scientist;4;Marié;2691;7660;1;No;12;3;4;80;10;4;2;10;9;8;8
45;Oui;Voyage_fréquemment;306;Ventes;26;4;Sciences;684;1;Femme;100;3;2;Sales Executive;1;Marié;4286;5630;2;No;14;3;4;80;5;4;3;1;1;0;0
26;Non;Voyage_rarement;991;R&D;6;3;Sciences;686;3;Femme;71;3;1;Laboratory Technician;4;Marié;2659;17759;1;Yes;13;3;3;80;3;2;3;3;2;0;2
37;Non;Voyage_rarement;482;R&D;3;3;Autres;689;3;Homme;36;3;3;Manufacturing Director;3;Marié;9434;9606;1;No;15;3;3;80;10;2;3;10;7;7;8
29;Non;Voyage_rarement;1176;Ventes;3;2;Medecine;690;2;Femme;62;3;2;Sales Executive;3;Marié;5561;3487;1;No;14;3;1;80;6;5;2;6;0;1;2
35;Non;Voyage_rarement;1017;R&D;6;4;Sciences;691;2;Homme;82;1;2;Research Scientist;4;célibataire;6646;19368;1;No;13;3;2;80;17;3;3;17;11;11;8
33;Non;Voyage_fréquemment;1296;R&D;6;3;Sciences;692;3;Homme;30;3;2;Healthcare Representative;4;Divorcé;7725;5335;3;No;23;4;3;80;15;2;1;13;11;4;7
54;Non;Voyage_rarement;397;RH;19;4;Medecine;698;3;Homme;88;3;3;Human Resources;2;Marié;10725;6729;2;No;15;3;3;80;16;1;4;9;7;7;1
36;Non;Voyage_rarement;913;R&D;9;2;Medecine;699;2;Homme;48;2;2;Manufacturing Director;2;Divorcé;8847;13934;2;Yes;11;3;3;80;13;2;3;3;2;0;2
27;Non;Voyage_rarement;1115;R&D;3;4;Medecine;700;1;Homme;54;2;1;Research Scientist;4;célibataire;2045;15174;0;No;13;3;4;80;5;0;3;4;2;1;1
20;Oui;Voyage_rarement;1362;R&D;10;1;Medecine;701;4;Homme;32;3;1;Research Scientist;3;célibataire;1009;26999;1;Yes;11;3;4;80;1;5;3;1;0;1;1
33;Oui;Voyage_fréquemment;1076;R&D;3;3;Sciences;702;1;Homme;70;3;1;Research Scientist;1;célibataire;3348;3164;1;Yes;11;3;1;80;10;3;3;10;8;9;7
35;Non;Voyage-pas;727;R&D;3;3;Sciences;704;3;Homme;41;2;1;Laboratory Technician;3;Marié;1281;16900;1;No;18;3;3;80;1;3;3;1;0;0;0
23;Non;Voyage_rarement;885;R&D;4;3;Medecine;705;1;Homme;58;4;1;Research Scientist;1;Marié;2819;8544;2;No;16;3;1;80;5;3;4;3;2;0;2
25;Non;Voyage_rarement;810;Ventes;8;3;Sciences;707;4;Homme;57;4;2;Sales Executive;2;Marié;4851;15678;0;No;22;4;3;80;4;4;3;3;2;1;2
38;Non;Voyage_rarement;243;Ventes;7;4;Marketing;709;4;Femme;46;2;2;Sales Executive;4;célibataire;4028;7791;0;No;20;4;1;80;8;2;3;7;7;0;5
29;Non;Voyage_fréquemment;806;R&D;1;4;Sciences;710;2;Homme;76;1;1;Research Scientist;4;Divorcé;2720;18959;1;No;18;3;4;80;10;5;3;10;7;2;8
48;Non;Voyage_rarement;817;Ventes;2;1;Marketing;712;2;Homme;56;4;2;Sales Executive;2;Marié;8120;18597;3;No;12;3;4;80;12;3;3;2;2;2;2
27;Non;Voyage_fréquemment;1410;Ventes;3;1;Medecine;714;4;Femme;71;4;2;Sales Executive;4;Divorcé;4647;16673;1;Yes;20;4;2;80;6;3;3;6;5;0;4
37;Non;Voyage_rarement;1225;R&D;10;2;Sciences;715;4;Homme;80;4;1;Research Scientist;4;célibataire;4680;15232;3;No;17;3;1;80;4;2;3;1;0;0;0
50;Non;Voyage_rarement;1207;R&D;28;1;Medecine;716;4;Homme;74;4;1;Laboratory Technician;3;Marié;3221;3297;1;Yes;11;3;3;80;20;3;3;20;8;3;8
34;Non;Voyage_rarement;1442;R&D;9;3;Medecine;717;4;Femme;46;2;3;Healthcare Representative;2;célibataire;8621;17654;1;No;14;3;2;80;9;3;4;8;7;7;7
24;Oui;Voyage_rarement;693;Ventes;3;2;Sciences;720;1;Femme;65;3;2;Sales Executive;3;célibataire;4577;24785;9;No;14;3;1;80;4;3;3;2;2;2;0
39;Non;Voyage_rarement;408;R&D;2;4;Diplome technique;721;4;Femme;80;2;2;Healthcare Representative;3;célibataire;4553;20978;1;No;11;3;1;80;20;4;3;20;7;11;10
32;Non;Voyage_rarement;929;Ventes;10;3;Marketing;722;4;Homme;55;3;2;Sales Executive;4;célibataire;5396;21703;1;No;12;3;4;80;10;2;2;10;7;0;8
50;Oui;Voyage_fréquemment;562;Ventes;8;2;Diplome technique;723;2;Homme;50;3;2;Sales Executive;3;Marié;6796;23452;3;Yes;14;3;1;80;18;4;3;4;3;1;3
38;Non;Voyage_rarement;827;R&D;1;4;Sciences;724;2;Femme;33;4;2;Healthcare Representative;4;célibataire;7625;19383;0;No;13;3;3;80;10;4;2;9;7;1;8
27;Non;Voyage_rarement;608;R&D;1;2;Sciences;725;3;Femme;68;3;3;Manufacturing Director;1;Marié;7412;6009;1;No;11;3;4;80;9;3;3;9;7;0;7
32;Non;Voyage_rarement;1018;R&D;3;2;Sciences;727;3;Femme;39;3;3;Research Director;4;célibataire;11159;19373;3;No;15;3;4;80;10;6;3;7;7;7;7
47;Non;Voyage_rarement;703;Ventes;14;4;Marketing;728;4;Homme;42;3;2;Sales Executive;1;célibataire;4960;11825;2;No;12;3;4;80;20;2;3;7;7;1;7
40;Non;Voyage_fréquemment;580;Ventes;5;4;Sciences;729;4;Homme;48;2;3;Sales Executive;1;Marié;10475;23772;5;Yes;21;4;3;80;20;2;3;18;13;1;12
53;Non;Voyage_rarement;970;R&D;7;3;Sciences;730;3;Homme;59;4;4;Research Director;3;Marié;14814;13514;3;No;19;3;3;80;32;3;3;5;1;1;3
41;Non;Voyage_rarement;427;RH;10;4;RH;731;2;Homme;73;2;5;Manager;4;Divorcé;19141;8861;3;No;15;3;2;80;23;2;2;21;6;12;6
60;Non;Voyage_rarement;1179;Ventes;16;4;Marketing;732;1;Homme;84;3;2;Sales Executive;1;célibataire;5405;11924;8;No;14;3;4;80;10;1;3;2;2;2;2
27;Non;Voyage_fréquemment;294;R&D;10;2;Sciences;733;4;Homme;32;3;3;Manufacturing Director;1;Divorcé;8793;4809;1;No;21;4;3;80;9;4;2;9;7;1;7
41;Non;Voyage_rarement;314;RH;1;3;RH;734;4;Homme;59;2;5;Manager;3;Marié;19189;19562;1;No;12;3;2;80;22;3;3;22;7;2;10
50;Non;Voyage_rarement;316;Ventes;8;4;Marketing;738;4;Homme;54;3;1;Sales Representative;2;Marié;3875;9983;7;No;15;3;4;80;4;2;3;2;2;2;2
28;Oui;Voyage_rarement;654;R&D;1;2;Sciences;741;1;Femme;67;1;1;Research Scientist;2;célibataire;2216;3872;7;Yes;13;3;4;80;10;4;3;7;7;3;7
36;Non;Voyage-pas;427;R&D;8;3;Sciences;742;1;Femme;63;4;3;Research Director;1;Marié;11713;20335;9;No;14;3;1;80;10;2;3;8;7;0;5
38;Non;Voyage_rarement;168;R&D;1;3;Sciences;743;3;Femme;81;3;3;Manufacturing Director;3;célibataire;7861;15397;4;Yes;14;3;4;80;10;4;4;1;0;0;0
44;Non;Voyage-pas;381;R&D;24;3;Medecine;744;1;Homme;49;1;1;Laboratory Technician;3;célibataire;3708;2104;2;No;14;3;3;80;9;5;3;5;2;1;4
47;Non;Voyage_fréquemment;217;Ventes;3;3;Medecine;746;4;Femme;49;3;4;Sales Executive;3;Divorcé;13770;10225;9;Yes;12;3;4;80;28;2;2;22;2;11;13
30;Non;Voyage_rarement;501;Ventes;27;5;Marketing;747;3;Homme;99;3;2;Sales Executive;4;Divorcé;5304;25275;7;No;23;4;4;80;10;2;2;8;7;7;7
29;Non;Voyage_rarement;1396;Ventes;10;3;Sciences;749;3;Homme;99;3;1;Sales Representative;3;célibataire;2642;2755;1;No;11;3;3;80;1;6;3;1;0;0;0
42;Oui;Voyage_fréquemment;933;R&D;19;3;Medecine;752;3;Homme;57;4;1;Research Scientist;3;Divorcé;2759;20366;6;Yes;12;3;4;80;7;2;3;2;2;2;2
43;Non;Voyage_fréquemment;775;Ventes;15;3;Sciences;754;4;Homme;47;2;2;Sales Executive;4;Marié;6804;23683;3;No;18;3;3;80;7;5;3;2;2;2;2
34;Non;Voyage_rarement;970;R&D;8;2;Medecine;757;2;Femme;96;3;2;Healthcare Representative;3;célibataire;6142;7360;3;No;11;3;4;80;10;2;3;5;1;4;3
23;Non;Voyage_rarement;650;R&D;9;1;Medecine;758;2;Homme;37;3;1;Laboratory Technician;1;Marié;2500;4344;1;No;14;3;4;80;5;2;4;4;3;0;2
39;Non;Voyage_rarement;141;RH;3;3;RH;760;3;Femme;44;4;2;Human Resources;2;Marié;6389;18767;9;No;15;3;3;80;12;3;1;8;3;3;6
56;Non;Voyage_rarement;832;R&D;9;3;Medecine;762;3;Homme;81;3;4;Healthcare Representative;4;Marié;11103;20420;7;No;11;3;3;80;30;1;2;10;7;1;1
40;Non;Voyage_rarement;804;R&D;2;1;Medecine;763;4;Femme;86;2;1;Research Scientist;4;célibataire;2342;22929;0;Yes;20;4;4;80;5;2;2;4;2;2;3
27;Non;Voyage_rarement;975;R&D;7;3;Medecine;764;4;Femme;55;2;2;Healthcare Representative;1;célibataire;6811;23398;8;No;19;3;1;80;9;2;1;7;6;0;7
29;Non;Voyage_rarement;1090;Ventes;10;3;Marketing;766;4;Homme;83;3;1;Sales Representative;2;Divorcé;2297;17967;1;No;14;3;4;80;2;2;3;2;2;2;2
53;Non;Voyage_rarement;346;R&D;6;3;Sciences;769;4;Homme;86;3;2;Laboratory Technician;4;célibataire;2450;10919;2;No;17;3;4;80;19;4;3;2;2;2;2
35;Non;Voyage-pas;1225;R&D;2;4;Sciences;771;4;Femme;61;3;2;Healthcare Representative;1;Divorcé;5093;4761;2;No;11;3;1;80;16;2;4;1;0;0;0
32;Non;Voyage_fréquemment;430;R&D;24;4;Sciences;772;1;Homme;80;3;2;Laboratory Technician;4;Marié;5309;21146;1;No;15;3;4;80;10;2;3;10;8;4;7
38;Non;Voyage_rarement;268;R&D;2;5;Medecine;773;4;Homme;92;3;1;Research Scientist;3;Marié;3057;20471;6;Yes;13;3;2;80;6;0;1;1;0;0;1
34;Non;Voyage_rarement;167;R&D;8;5;Sciences;775;2;Femme;32;3;2;Manufacturing Director;1;Divorcé;5121;4187;3;No;14;3;3;80;7;3;3;0;0;0;0
52;Non;Voyage_rarement;621;Ventes;3;4;Marketing;776;3;Homme;31;2;4;Manager;1;Marié;16856;10084;1;No;11;3;1;80;34;3;4;34;6;1;16
33;Oui;Voyage_rarement;527;R&D;1;4;Autres;780;4;Homme;63;3;1;Research Scientist;4;célibataire;2686;5207;1;Yes;13;3;3;80;10;2;2;10;9;7;8
25;Non;Voyage_rarement;883;Ventes;26;1;Medecine;781;3;Femme;32;3;2;Sales Executive;4;célibataire;6180;22807;1;No;23;4;2;80;6;5;2;6;5;1;4
45;Non;Voyage_rarement;954;Ventes;2;2;Diplome technique;783;2;Homme;46;1;2;Sales Representative;3;célibataire;6632;12388;0;No;13;3;1;80;9;3;3;8;7;3;1
23;Non;Voyage_rarement;310;R&D;10;1;Medecine;784;1;Homme;79;4;1;Research Scientist;3;célibataire;3505;19630;1;No;18;3;4;80;2;3;3;2;2;0;2
47;Oui;Voyage_fréquemment;719;Ventes;27;2;Sciences;785;2;Femme;77;4;2;Sales Executive;3;célibataire;6397;10339;4;Yes;12;3;4;80;8;2;3;5;4;1;3
34;Non;Voyage_rarement;304;Ventes;2;3;Autres;786;4;Homme;60;3;2;Sales Executive;4;célibataire;6274;18686;1;No;22;4;3;80;6;5;3;6;5;1;4
55;Oui;Voyage_rarement;725;R&D;2;3;Medecine;787;4;Homme;78;3;5;Manager;1;Marié;19859;21199;5;Yes;13;3;4;80;24;2;3;5;2;1;4
36;Non;Voyage-pas;1434;Ventes;8;4;Sciences;789;1;Homme;76;2;3;Sales Executive;1;célibataire;7587;14229;1;No;15;3;2;80;10;1;3;10;7;0;9
52;Non;Voyage-pas;715;R&D;19;4;Medecine;791;4;Homme;41;3;1;Research Scientist;4;Marié;4258;26589;0;No;18;3;1;80;5;3;3;4;3;1;2
26;Non;Voyage_fréquemment;575;R&D;1;2;Sciences;792;1;Femme;71;1;1;Laboratory Technician;4;Divorcé;4364;5288;3;No;14;3;1;80;5;2;3;2;2;2;0
29;Non;Voyage_rarement;657;R&D;27;3;Medecine;793;2;Femme;66;3;2;Healthcare Representative;3;Marié;4335;25549;4;No;12;3;1;80;11;3;2;8;7;1;1
26;Oui;Voyage_rarement;1146;Ventes;8;3;Diplome technique;796;4;Homme;38;2;2;Sales Executive;1;célibataire;5326;3064;6;No;17;3;3;80;6;2;2;4;3;1;2
34;Non;Voyage_rarement;182;R&D;1;4;Sciences;797;2;Femme;72;4;1;Research Scientist;4;célibataire;3280;13551;2;No;16;3;3;80;10;2;3;4;2;1;3
54;Non;Voyage_rarement;376;R&D;19;4;Medecine;799;4;Femme;95;3;2;Manufacturing Director;1;Divorcé;5485;22670;9;Yes;11;3;2;80;9;4;3;5;3;1;4
27;Non;Voyage_fréquemment;829;Ventes;8;1;Marketing;800;3;Homme;84;3;2;Sales Executive;4;Marié;4342;24008;0;No;19;3;2;80;5;3;3;4;2;1;1
37;Non;Voyage_rarement;571;R&D;10;1;Sciences;802;4;Femme;82;3;1;Research Scientist;1;Divorcé;2782;19905;0;Yes;13;3;2;80;6;3;2;5;3;4;3
38;Non;Voyage_fréquemment;240;R&D;2;4;Sciences;803;1;Femme;75;4;2;Manufacturing Director;1;célibataire;5980;26085;6;Yes;12;3;4;80;17;2;3;15;7;4;12
34;Non;Voyage_rarement;121;R&D;2;4;Medecine;804;3;Femme;86;2;1;Research Scientist;1;célibataire;4381;7530;1;No;11;3;3;80;6;3;3;6;5;1;3
35;Non;Voyage_rarement;384;Ventes;8;4;Sciences;805;1;Femme;72;3;1;Sales Representative;4;Marié;2572;20317;1;No;16;3;2;80;3;1;2;3;2;0;2
30;Non;Voyage_rarement;921;R&D;1;3;Sciences;806;4;Homme;38;1;1;Laboratory Technician;3;Marié;3833;24375;3;No;21;4;3;80;7;2;3;2;2;0;2
40;Non;Voyage_fréquemment;791;R&D;2;2;Medecine;807;3;Femme;38;4;2;Healthcare Representative;2;Marié;4244;9931;1;No;24;4;4;80;8;2;3;8;7;3;7
34;Non;Voyage_rarement;1111;Ventes;8;2;Sciences;808;3;Femme;93;3;2;Sales Executive;1;Marié;6500;13305;5;No;17;3;2;80;6;1;3;3;2;1;2
42;Non;Voyage_fréquemment;570;R&D;8;3;Sciences;809;2;Homme;66;3;5;Manager;4;Divorcé;18430;16225;1;No;13;3;2;80;24;4;2;24;7;14;9
23;Oui;Voyage_rarement;1243;R&D;6;3;Sciences;811;3;Homme;63;4;1;Laboratory Technician;1;Marié;1601;3445;1;Yes;21;4;3;80;1;2;3;0;0;0;0
24;Non;Voyage-pas;1092;R&D;9;3;Sciences;812;3;Homme;60;2;1;Laboratory Technician;2;Divorcé;2694;26551;1;No;11;3;3;80;1;4;3;1;0;0;0
52;Non;Voyage_rarement;1325;R&D;11;4;Sciences;813;4;Femme;82;3;2;Laboratory Technician;3;Marié;3149;21821;8;No;20;4;2;80;9;3;3;5;2;1;4
50;Non;Voyage_rarement;691;R&D;2;3;Medecine;815;3;Homme;64;3;4;Research Director;3;Marié;17639;6881;5;No;16;3;4;80;30;3;3;4;3;0;3
29;Oui;Voyage_rarement;805;R&D;1;2;Sciences;816;2;Femme;36;2;1;Laboratory Technician;1;Marié;2319;6689;1;Yes;11;3;4;80;1;1;3;1;0;0;0
33;Non;Voyage_rarement;213;R&D;7;3;Medecine;817;3;Homme;49;3;3;Research Director;3;Marié;11691;25995;0;No;11;3;4;80;14;3;4;13;9;3;7
33;Oui;Voyage_rarement;118;Ventes;16;3;Marketing;819;1;Femme;69;3;2;Sales Executive;1;célibataire;5324;26507;5;No;15;3;3;80;6;3;3;3;2;0;2
47;Non;Voyage_rarement;202;R&D;2;2;Autres;820;3;Femme;33;3;4;Manager;4;Marié;16752;12982;1;Yes;11;3;3;80;26;3;2;26;14;3;0
36;Non;Voyage_rarement;676;R&D;1;3;Autres;823;3;Femme;35;3;2;Manufacturing Director;2;Marié;5228;23361;0;No;15;3;1;80;10;2;3;9;7;0;5
29;Non;Voyage_rarement;1252;R&D;23;2;Sciences;824;3;Homme;81;4;1;Research Scientist;3;Marié;2700;23779;1;No;24;4;3;80;10;3;3;10;7;0;7
58;Oui;Voyage_rarement;286;R&D;2;4;Sciences;825;4;Homme;31;3;5;Research Director;2;célibataire;19246;25761;7;Yes;12;3;4;80;40;2;3;31;15;13;8
35;Non;Voyage_rarement;1258;R&D;1;4;Sciences;826;4;Femme;40;4;1;Research Scientist;3;célibataire;2506;13301;3;No;13;3;3;80;7;0;3;2;2;2;2
42;Non;Voyage_rarement;932;R&D;1;2;Sciences;827;4;Femme;43;2;2;Manufacturing Director;4;Marié;6062;4051;9;Yes;13;3;4;80;8;4;3;4;3;0;2
28;Oui;Voyage_rarement;890;R&D;2;4;Medecine;828;3;Homme;46;3;1;Research Scientist;3;célibataire;4382;16374;6;No;17;3;4;80;5;3;2;2;2;2;1
36;Non;Voyage_rarement;1041;RH;13;3;RH;829;3;Homme;36;3;1;Human Resources;2;Marié;2143;25527;4;No;13;3;2;80;8;2;3;5;2;0;4
32;Non;Voyage_rarement;859;R&D;4;3;Sciences;830;3;Femme;98;2;2;Manufacturing Director;3;Marié;6162;19124;1;No;12;3;3;80;14;3;3;14;13;6;8
40;Non;Voyage_fréquemment;720;R&D;16;4;Medecine;832;1;Homme;51;2;2;Laboratory Technician;3;célibataire;5094;11983;6;No;14;3;4;80;10;6;3;1;0;0;0
30;Non;Voyage_rarement;946;R&D;2;3;Medecine;833;3;Femme;52;2;2;Manufacturing Director;4;célibataire;6877;20234;5;Yes;24;4;2;80;12;4;2;0;0;0;0
45;Non;Voyage_rarement;252;R&D;2;3;Sciences;834;2;Femme;95;2;1;Research Scientist;3;célibataire;2274;6153;1;No;14;3;4;80;1;3;3;1;0;0;0
42;Non;Voyage_rarement;933;R&D;29;3;Sciences;836;2;Homme;98;3;2;Manufacturing Director;2;Marié;4434;11806;1;No;13;3;4;80;10;3;2;9;8;7;8
38;Non;Voyage_fréquemment;471;R&D;12;3;Sciences;837;1;Homme;45;2;2;Healthcare Representative;1;Divorcé;6288;4284;2;No;15;3;3;80;13;3;2;4;3;1;2
34;Non;Voyage_fréquemment;702;R&D;16;4;Sciences;838;3;Femme;100;2;1;Research Scientist;4;célibataire;2553;8306;1;No;16;3;3;80;6;3;3;5;2;1;3
49;Oui;Voyage_rarement;1184;Ventes;11;3;Marketing;840;3;Femme;43;3;3;Sales Executive;4;Marié;7654;5860;1;No;18;3;1;80;9;3;4;9;8;7;7
55;Oui;Voyage_rarement;436;Ventes;2;1;Medecine;842;3;Homme;37;3;2;Sales Executive;4;célibataire;5160;21519;4;No;16;3;3;80;12;3;2;9;7;7;3
43;Non;Voyage_rarement;589;R&D;14;2;Sciences;843;2;Homme;94;3;4;Research Director;1;Marié;17159;5200;6;No;24;4;3;80;22;3;3;4;1;1;0
27;Non;Voyage_rarement;269;R&D;5;1;Diplome technique;844;3;Homme;42;2;3;Research Director;4;Divorcé;12808;8842;1;Yes;16;3;2;80;9;3;3;9;8;0;8
35;Non;Voyage_rarement;950;R&D;7;3;Autres;845;3;Homme;59;3;3;Manufacturing Director;3;célibataire;10221;18869;3;No;21;4;2;80;17;3;4;8;5;1;6
28;Non;Voyage_rarement;760;Ventes;2;4;Marketing;846;2;Femme;81;3;2;Sales Executive;2;Marié;4779;3698;1;Yes;20;4;1;80;8;2;3;8;7;7;5
34;Non;Voyage_rarement;829;RH;3;2;RH;847;3;Homme;88;3;1;Human Resources;4;Marié;3737;2243;0;No;19;3;3;80;4;1;1;3;2;0;2
26;Oui;Voyage_fréquemment;887;R&D;5;2;Medecine;848;3;Femme;88;2;1;Research Scientist;3;Marié;2366;20898;1;Yes;14;3;1;80;8;2;3;8;7;1;7
27;Non;Voyage-pas;443;R&D;3;3;Medecine;850;4;Homme;50;3;1;Research Scientist;4;Marié;1706;16571;1;No;11;3;3;80;0;6;2;0;0;0;0
51;Non;Voyage_rarement;1318;Ventes;26;4;Marketing;851;1;Femme;66;3;4;Manager;3;Marié;16307;5594;2;No;14;3;3;80;29;2;2;20;6;4;17
44;Non;Voyage_rarement;625;R&D;4;3;Medecine;852;4;Homme;50;3;2;Healthcare Representative;2;célibataire;5933;5197;9;No;12;3;4;80;10;2;2;5;2;2;3
25;Non;Voyage_rarement;180;R&D;2;1;Medecine;854;1;Homme;65;4;1;Research Scientist;1;célibataire;3424;21632;7;No;13;3;3;80;6;3;2;4;3;0;1
33;Non;Voyage_rarement;586;Ventes;1;3;Medecine;855;1;Homme;48;4;2;Sales Executive;1;Divorcé;4037;21816;1;No;22;4;1;80;9;5;3;9;8;0;8
35;Non;Voyage_rarement;1343;R&D;27;1;Medecine;856;3;Femme;53;2;1;Research Scientist;1;célibataire;2559;17852;1;No;11;3;4;80;6;3;2;6;5;1;1
36;Non;Voyage_rarement;928;Ventes;1;2;Sciences;857;2;Homme;56;3;2;Sales Executive;4;Marié;6201;2823;1;Yes;14;3;4;80;18;1;2;18;14;4;11
32;Non;Voyage_rarement;117;Ventes;13;4;Sciences;859;2;Homme;73;3;2;Sales Executive;4;Divorcé;4403;9250;2;No;11;3;3;80;8;3;2;5;2;0;3
30;Non;Voyage_fréquemment;1012;R&D;5;4;Sciences;861;2;Homme;75;2;1;Research Scientist;4;Divorcé;3761;2373;9;No;12;3;2;80;10;3;2;5;4;0;3
53;Non;Voyage_rarement;661;Ventes;7;2;Marketing;862;1;Femme;78;2;3;Sales Executive;4;Marié;10934;20715;7;Yes;18;3;4;80;35;3;3;5;2;0;4
45;Non;Voyage_rarement;930;Ventes;9;3;Marketing;864;4;Homme;74;3;3;Sales Executive;1;Divorcé;10761;19239;4;Yes;12;3;3;80;18;2;3;5;4;0;2
32;Non;Voyage_rarement;638;R&D;8;2;Medecine;865;3;Femme;91;4;2;Research Scientist;3;Marié;5175;22162;5;No;12;3;3;80;9;3;2;5;3;1;3
52;Non;Voyage_fréquemment;890;R&D;25;4;Medecine;867;3;Femme;81;2;4;Manufacturing Director;4;Marié;13826;19028;3;No;22;4;3;80;31;3;3;9;8;0;0
37;Non;Voyage_rarement;342;Ventes;16;4;Marketing;868;4;Homme;66;2;2;Sales Executive;3;Divorcé;6334;24558;4;No;19;3;4;80;9;2;3;1;0;0;0
28;Non;Voyage_rarement;1169;RH;8;2;Medecine;869;2;Homme;63;2;1;Human Resources;4;Divorcé;4936;23965;1;No;13;3;4;80;6;6;3;5;1;0;4
22;Non;Voyage_rarement;1230;R&D;1;2;Sciences;872;4;Homme;33;2;2;Manufacturing Director;4;Marié;4775;19146;6;No;22;4;1;80;4;2;1;2;2;2;2
44;Non;Voyage_rarement;986;R&D;8;4;Sciences;874;1;Homme;62;4;1;Laboratory Technician;4;Marié;2818;5044;2;Yes;24;4;3;80;10;2;2;3;2;0;2
42;Non;Voyage_fréquemment;1271;R&D;2;1;Medecine;875;2;Homme;35;3;1;Research Scientist;4;célibataire;2515;9068;5;Yes;14;3;4;80;8;2;3;2;1;2;2
36;Non;Voyage_rarement;1278;RH;8;3;Sciences;878;1;Homme;77;2;1;Human Resources;1;Marié;2342;8635;0;No;21;4;3;80;6;3;3;5;4;0;3
25;Non;Voyage_rarement;141;Ventes;3;1;Autres;879;3;Homme;98;3;2;Sales Executive;1;Marié;4194;14363;1;Yes;18;3;4;80;5;3;3;5;3;0;3
35;Non;Voyage_rarement;607;R&D;9;3;Sciences;880;4;Femme;66;2;3;Manufacturing Director;3;Marié;10685;23457;1;Yes;20;4;2;80;17;2;3;17;14;5;15
35;Oui;Voyage_fréquemment;130;R&D;25;4;Sciences;881;4;Femme;96;3;1;Research Scientist;2;Divorcé;2022;16612;1;Yes;19;3;1;80;10;3;2;10;2;7;8
32;Non;Voyage-pas;300;R&D;1;3;Sciences;882;4;Homme;61;3;1;Laboratory Technician;4;Divorcé;2314;9148;0;No;12;3;2;80;4;2;3;3;0;0;2
25;Non;Voyage_rarement;583;Ventes;4;1;Marketing;885;3;Homme;87;2;2;Sales Executive;1;Marié;4256;18154;1;No;12;3;1;80;5;1;4;5;2;0;3
49;Non;Voyage_rarement;1418;R&D;1;3;Diplome technique;887;3;Femme;36;3;1;Research Scientist;1;Marié;3580;10554;2;No;16;3;2;80;7;2;3;4;2;0;2
24;Non;Voyage-pas;1269;R&D;4;1;Sciences;888;1;Homme;46;2;1;Laboratory Technician;4;Marié;3162;10778;0;No;17;3;4;80;6;2;2;5;2;3;4
32;Non;Voyage_fréquemment;379;Ventes;5;2;Sciences;889;2;Homme;48;3;2;Sales Executive;2;Marié;6524;8891;1;No;14;3;4;80;10;3;3;10;8;5;3
38;Non;Voyage_rarement;395;Ventes;9;3;Marketing;893;2;Homme;98;2;1;Sales Representative;2;Marié;2899;12102;0;No;19;3;4;80;3;3;3;2;2;1;2
42;Non;Voyage_rarement;1265;R&D;3;3;Sciences;894;3;Femme;95;4;2;Laboratory Technician;4;Marié;5231;23726;2;Yes;13;3;2;80;17;1;2;5;3;1;3
31;Non;Voyage_rarement;1222;R&D;11;4;Sciences;895;4;Homme;48;3;1;Research Scientist;4;Marié;2356;14871;3;Yes;19;3;2;80;8;2;3;6;4;0;2
29;Oui;Voyage_rarement;341;Ventes;1;3;Medecine;896;2;Femme;48;2;1;Sales Representative;3;Divorcé;2800;23522;6;Yes;19;3;3;80;5;3;3;3;2;0;2
53;Non;Voyage_rarement;868;Ventes;8;3;Marketing;897;1;Homme;73;3;4;Sales Executive;4;Marié;11836;22789;5;No;14;3;3;80;28;3;3;2;0;2;2
